"q_id","combined"
"e0f8c56d","<en> What river flows through Russia and is the longest river in Europe?  <ar> ما هو النهر الذي يمر من خلال روسيا وهو أطول نهر في أوروبا؟  <de> Welcher Fluss fließt durch Russland und ist der längste Fluss in Europa?  <es> ¿Qué río pasa por Rusia y es el más largo de Europa?  <fr> Quel fleuve traverse la Russie et est le plus long d’Europe ?  <it> Quale fiume che attraversa la Russia è il più lungo d'Europa?  <ja> ヨーロッパで最も長く、ロシアを流れる川の名前は何ですか？"
"903b74bb","<en> What river flows through Brazil and is the longest river in South America?  <ar> ما هو النهر الذي يمر في الأراضي البرازيلية وهو ثاني أطول نهر في أمريكا الجنوبية؟  <de> Welcher Fluss fließt durch Brasilien und ist der längste Fluss in Südamerika?  <es> ¿Qué río pasa por Brasil y es el más largo en Sudamérica?  <fr> Quel fleuve traverse le Brésil et est le plus long d’Amérique du Sud ?  <it> Quale fiume che scorre in Brasile è il più lungo del Sudamerica?  <ja> ブラジルを通って流れる南アメリカで最も長い川は？"
"b198c29e","<en> What mountain system is located in eastern to northeastern North America with a highest point named Mount Mitchell?  <ar> ما هي سلسلة الجبال التي تقع في شرق إلى شمال شرق أمريكا الشمالية وأعلى قمة فيها تسمى ""جبل ميتشل""؟  <de> Welches Gebirgssystem befindet sich im Osten bis Nordosten Nordamerikas und sein höchster Punkt heißt Mount Mitchell?  <es> ¿Qué sistema montañoso está localizado desde el Este al Noreste de América del Norte y su punto más alto se llama Monte Mitchell?  <fr> Quel système montagneux est situé dans l’est et le nord-est de l’Amérique du Nord et son point culminant s’appelle le mont Mitchell ?  <it> Quale catena montuosa si trova tra l'est e il nord-est del Nord America e il suo punto più alto è detto Monte Mitchell?  <ja> 北米の東から北東地域に位置し、ミッチェル山が最高峰である山系はどれですか？"
"bfdfde0d","<en> What country has the largest art museum and is home to the Eiffel Tower?  <ar> ما هي الدولة التي تحتوي على أكبر متحف فن والتي تعتبر موطنًا لبرج إيفيل؟  <de> Welches Land hat das größte Kunstmuseeum und den Eiffelturm?  <es> ¿Qué país tiene el museo de arte más grande y es hogar de la Torre Eiffel?  <fr> Quel pays possède le plus grand musée d’art et abrite la Tour Eiffel ?  <it> Quale Paese vanta il più grande museo d'arte e la presenza della Torre Eiffel?  <ja> 最も大きな美術館を有しているエッフェル塔のある国はどこ？"
"6cdf80c2","<en> What river flows through the entirety of Egypt and is also the longest river in the world?  <ar> أي نهر يتدفق عبر مصر بأسرها وهو أيضًا أطول نهر في العالم؟  <de> Welcher Fluss fließt durch ganz Ägypten und ist auch der längste Fluss der Welt?  <es> ¿Qué río fluye a lo largo de Egipto y es también el río más largo del mundo?  <fr> Quel est le fleuve qui traverse toute l’Égypte et qui est aussi le plus long fleuve du monde ?  <it> Quale fiume scorre attraverso l'intero Egitto ed è anche il più lungo del mondo?  <ja> エジプト全体を流れる世界で一番長い川は？"
"bcd7320d","<en> Which country is in Central America and has English as its official language?  <ar> أي دولة تقع في أمريكا الوسطى وتستخدم اللغة الإنجليزية كلغة رسمية؟  <de> Welches Land liegt in Mittelamerika und hat Englisch als offizielle Sprache?  <es> ¿Qué país está en América Central y tiene el inglés como su idioma oficial?  <fr> Quel pays se trouve en Amérique centrale et a l’anglais comme langue officielle ?  <it> Quale Paese dell'America centrale ha l'inglese come lingua ufficiale?  <ja> 中央アメリカに位置する公用語が英語の国はどこ？"
"7736625d","<en> Which US state borders the Pacific Ocean and has a population of wild polar bears?  <ar> ما هي الولايات الأمريكية التي تحد المحيط الهادئ والتي تقطن فيها مجموعة من الدببة القطبية البرية؟  <de> Welcher US Bundesstaat grenzt an den Pazifischen Ozean und beherbergt eine Population wilder Eisbären?  <es> ¿Cuál provincia de los EE. UU. bordea el Océano Pacífico y tiene una población de osos polares?  <fr> Quel État américain borde l’océan Pacifique et possède une population d’ours polaires sauvages ?  <it> Quale stato degli USA confina con l'Oceano Pacifico e possiede una popolazione di orsi polari bianchi?  <ja> 太平洋に面し、野生のホッキョクグマが生息している州はどれですか？"
"234a6bb9","<en> Which country borders the Mediterranean Sea and the Black Sea?  <ar> ما البلد التي يحدها البحر الأبيض المتوسط والبحر الأسود؟  <de> Welches Land grenzt an das Mittelmeer und das Schwarze Meer?  <es> ¿Qué país bordea el mar Mediterráneo y el mar Negro?  <fr> Quel pays borde la mer Méditerranée et la mer Noire ?  <it> Quale Paese è bagnato sia dal Mar Mediterraneo che dal Mar Nero?  <ja> 地中海と黒海に接する国は？"
"2b795cbb","<en> What country contains the Pyrenees and also speaks French?  <ar> أي دولة تقع بيها جبال البرانس وتتحدث باللغة الفرنسية كذلك؟  <de> In welchem Land liegen die Pyrenäen und wird auch Französisch gesprochen?  <es> ¿Qué país contiene el Pirineos y también habla francés?  <fr> Quel est le nom du pays qui abrite les Pyrénées et où le français est la langue officielle ?  <it> Quale Paese comprende i Pirenei e si parla anche francese?  <ja> ピレネー山脈があり、フランス語が話される国はどこ？"
"9b586b9c","<en> What mountain chain is in France and Italy?  <ar> ما سلسلة الجبال الموجودة في فرنسا وإيطاليا؟  <de> Welche Gebirgskette liegt in Frankreich und Italien?  <es> ¿Qué cadena montañosa está en Francia y en Italia?  <fr> Quelle chaîne de montagnes se trouve en France et en Italie ?  <it> Quale catena montuosa si trova fra l'Italia e la Francia?  <ja> フランスとイタリアにある山脈は？"
"8bcefdd2","<en> Which river has no bridges across its entire width and is the world's largest river by discharge volume of water?  <ar> ما هو النهر الذي لا توجد أي كباري على طول امتداده ويعتبر أطول أنهار العالم وفقًا لحجم تفريغ الماء؟  <de> Welcher Fluss hat keine Brücken über seine gesamte Breite und ist der größte Fluss nach abfließendem Wasservolumen?  <es> ¿Qué río no tiene puentes a lo largo de su anchura y es el río mas largo del mundo en lo que respecta al volumen de descarga de agua?  <fr> Quel est le fleuve qui ne comporte aucun pont sur toute sa largeur et qui est le plus grand fleuve du monde en termes de volume d’eau écoulé ?  <it> Quale fiume non ha ponti nella sua intera ampiezza ed è il fiume più grande al mondo come portata d'acqua?  <ja> 川を完全にまたぐ橋がなく、流水量で最大の川はどれですか？"
"4206582b","<en> What is the Brazilian island that has no human population and is administered by Itanhaem?  <ar> ما هي الجزيرة البرازيلية الخالية من السكان والتي يتم إدارتها من قبل ""إيتانايم""؟  <de> Wie heißt die brasilianische Insel, die keine menschliche Bevölkerung hat und von Itanhaem verwaltet wird?  <es> ¿Cuál es la isla brasileña que no tiene población humana y es administrada por Itanhaem?  <fr> Quelle est l’île brésilienne qui n’a pas de population humaine et est dirigée par Itanhaem ?  <it> Qual è l'isola brasiliana senza popolazione amministrata da Itanhaém?  <ja> イタニャエンが管理する居住者のいないブラジルの島は何と呼ばれますか?"
"e075b72f","<en> Which lake is part of the Great Lakes and shares the name of a U.S. state?  <ar> ما هي البحيرة التي تعتبر جزءًا من البحيرات العظمى واسمها على اسم أحد ولايات الولايات المتحدة الأمريكية؟  <de> Welcher See ist Teil der Großen Seen und trägt den Namen eines US Bundesstaates?  <es> ¿Cuál lago hace parte de los Grandes Lagos y comparte el nombre con un estado de Estados Unidos?  <fr> Quel lac fait partie des Grands Lacs et possède le même nom que celui d’un État des États-Unis ?  <it> Quale lago fa parte dei Grandi Laghi e condivide il nome con uno stato degli USA?  <ja> 五大湖の1つで米国の州と同名の湖はどれですか？"
"f9fac113","<en> Which lake is part of the Great Lakes and shares the name of a Canadian province?  <ar> ما البحيرة التي تُعد جزءًا من منطقة البحيرات العظمى ولها نفس اسم مقاطعة كندية؟  <de> Welcher See ist Teil der Großen Seen und trägt den Namen einer kanadischen Provinz?  <es> ¿Qué lago es parte de los Grandes Lagos y comparte el nombre de una provincia canadiense?  <fr> Quel lac fait partie des Grands Lacs et partage son nom avec une province canadienne ?  <it> Quale lago fa parte dei Grandi Laghi e si chiama come una provincia canadese?  <ja> カナダのある州の名前のついた五大湖のひとつは何という湖でしょうか？"
"d4274c11","<en> What is the third largest state by area in the United States and is home to Mount Whitney?  <ar> ما هي ثالث أكبر ولاية في أمريكا من حيث المساحة وموطن جبل ويتني؟  <de> Welches ist der flächenmäßig drittgrößte Bundesstaat der Vereinigten Staaten und beheimatet den Mount Whitney?  <es> ¿Cuál es la tercer provincia más grande en área en los EE. UU. y hogar del Monte Whitney?  <fr> Quel est le nom du 3e État le plus vaste des États-Unis et abrite le Mont Whitney ?  <it> Qual è il terzo stato più grande degli Stati Uniti che comprende il Monte Whitney?  <ja> 米国で3番目に広い州で、ホイットニー山のある州はどれですか？"
"d850de12","<en> What country is a city in Italy and has no sea?  <ar> ما الدولة التي كانت في إيطاليا وليس لها بحر؟  <de> Welches Land war eine Stadt in Italien und hat kein Meer?  <es> ¿Qué país fue una ciudad de Italia y no tiene mar?  <fr> Quel pays était un ville en Italie et ne borde pas la mer ?  <it> Quale paese è stato una città in Italia, e non ha mare?  <ja> イタリアに海のない都市があった国の名前は何ですか？"
"0ea61937","<en> What is the smallest and richest country in the world?  <ar> ما هي أصغر وأغنى دولة في العالم؟  <de> Welches ist das kleinste und reichste Land der Welt?  <es> ¿Cuál es el menor y más rico país en el mundo?  <fr> Quel est le pays le plus petit et le plus riche du monde ?  <it> Qual è il Paese più piccolo e più ricco del mondo?  <ja> 世界で一番小さく、一番豊かな国はどこですか？"
"cb358143","<en> What river flows North to South and is the longest river in North America?  <ar> ما النهر الممتد من الشمال إلى الجنوب وهو أطول نهر في أمريكا الشمالية؟  <de> Welcher Fluss fließt von Nord nach Süd und ist der längste Fluss in Nordamerika?  <es> ¿Cuál río fluye del norte a sur y es el río más largo de Norteamérica?  <fr> Quel fleuve coule du Nord au Sud et est le plus long d’Amérique du Nord ?  <it> Quale fiume scorre da nord a sud ed è il più lungo del Nord America?  <ja> 北アメリカで最も長くて南から北へと流れる川の名前は何ですか？"
"c6451084","<en> Which continent has had the coldest observed temperature and is the home of the South Pole?  <ar> ما القارة التي فيها أقل درجة حرارة ومسكن للكثيرين في القطب الجنوبي؟  <de> Welcher Kontinent hatte die kälteste beobachtete Temperatur und beherbergt den Südpol?  <es> ¿Qué continente tuvo la temperatura más fría observada y es el hogar del Polo Sur?  <fr> Quel continent a enregistré la température la plus basse et abrite le Pôle Sud ?  <it> Qual è il continente in cui si è osservata la temperatura più fredda e che ospita il Polo Sud?  <ja> 観測された気温が史上最低気温を記録している、南極点がある大陸は何ですか？"
"26204e22","<en> Which country has the most natural lakes and has nine per cent of the entire country covered in fresh water?  <ar> أي دولة لديها أكثر عدد من البحيرات الطبيعية و9% من أراضيها مغطاة بالماء كذلك؟  <de> Welches Land hat die meisten natürlichen Seen und neun Prozent des gesamten Landes sind mit Süßwasser bedeckt?  <es> ¿Qué país tiene más lagos naturales y está nueve por ciento cubierto de agua dulce?  <fr> Quel pays compte le plus de lacs naturels et dont 9 % du territoire est recouvert d’eau douce ?  <it> Quale Paese possiede il maggior numero di laghi naturali e il 9% dell'intero Paese coperto da acque dolci?  <ja> 国全体の9％が淡水で覆われており、最も自然湖を持つ国は何ですか？"
"c3c204ca","<en> What is the official language of the most populous country in the world?  <ar> ما هي اللغة الرسمية لأكبر دولة في العالم من حيث السكان؟  <de> Welche ist die offizielle Sprache des bevölkerungsreichsten Landes der Welt?  <es> ¿Cuál es la lengua oficial de los países más poblados del mundo?  <fr> Quelle est la langue officielle du pays le plus peuplé du monde ?  <it> Qual è la lingua ufficiale del Paese più popolato al mondo?  <ja> 世界で最も人口が多い国の公用語は何ですか？"
"9cf9fffd","<en> What is the capital of the country with the biggest population?  <ar> ما هي عاصمة الدولة الأكبر من حيث السكان؟  <de> Wie heißt die Hauptstadt des Landes mit der größten Bevölkerung?  <es> ¿Cuál esa capital del país con la población más grande?  <fr> Quelle est la capitale du pays le plus peuplé ?  <it> Quale è la capitale del paese con la popolazione più grande?  <ja> 人口が最も多い国の首都はどこですか？"
"097bdae8","<en> What is the population of the country where the Eiffel Tower is located?  <ar> كم يبلغ عدد السكان في الدولة التي يقع فيها برج إيفيل؟  <de> Wie hoch ist die Einwohnerzahl des Landes, in dem der Eiffelturm steht?  <es> ¿Cuál es la población del país en donde está ubicada la Torre Eiffel?  <fr> Quelle est la population du pays où se trouve la Tour Eiffel ?  <it> Qual è la popolazione del Pese dove si trova la Torre Eiffel?  <ja> エッフェル塔がある国の人口は？"
"86d476b2","<en> What is the population of the country where the Acropolis is located?  <ar> ما هي الكثافة السكانية للدولة التي بها الأكروبوليس؟  <de> Wie groß ist die Bevölkerung des Landes, in dem sich die Akropolis befindet?  <es> ¿Cuál es la población del país donde se encuentra Acrópolis?  <fr> Quelle est la population du pays où se trouve l’Acropole ?  <it> Qual è la popolazione del Paese dove si trova l'Acropoli?  <ja> アクロポリスがある国の人口は何人ですか?"
"47e37ab8","<en> What is the estimated population of Europe's most northern capital city?  <ar> ما هو عدد السكان المُقدر للعاصمة الأوروبية الأكثر ميلاً نحو الشمال؟  <de> Wie hoch ist die geschätzte Einwohnerzahl der nördlichsten Hauptstadt Europas?  <es> ¿Cuál es la población estimada de la ciudad capital más septentrional de Europa?  <fr> Quelle est la population estimée de la plus septentrionale des capitales européennes ?  <it> Qual è la popolazione stimata della capitale più nord-occidentale d'Europa?  <ja> ヨーロッパ最北の首都の推定人口はどれくらい？"
"bc580634","<en> What is the tallest mountain in the 4th-most populated country in the world?  <ar> ما هو أعلى جبل في رابع أكبر دولة من حيث عدد السكان في العالم؟  <de> Welches ist der höchste Berg im viertbevölkerungsreichsten Land der Welt?  <es> ¿Cuál es la montaña más alta en el cuarto país más poblado del mundo?  <fr> Quelle est la montagne la plus haute du 4e pays le plus peuplé du monde ?  <it> Qual è la montagna più alta nel quarto Paese più popolato al mondo?  <ja> 世界で4番目に人口の多い国にある、最も高い山は何ですか?"
"310409f0","<en> What is the population of the country where The Great Wall of China is located?  <ar> ما عدد سكان الدولة الذي يقع فيها سور الصين العظيم؟  <de> Wie groß ist die Bevölkerung des Landes, in dem sich die Chinesische Mauer befindet?  <es> ¿Cuál es la población del país donde se encuentra la Gran Muralla China?  <fr> Quelle est la population du pays qui abrite la Grande Muraille de Chine ?  <it> Qual è la popolazione del Paese dove si trova la Grande Muraglia cinese?  <ja> 万里の長城がある国の人口は？"
"2d19c0c3","<en> What unit of currency is used in the country where the Eiffel Tower is?  <ar> ما وحدة العملة الحالية المستخدمة في بلد برج إيفل؟  <de> Welche Währungseinheit wird in dem Land verwendet, in dem sich der Eiffelturm befindet?  <es> ¿Qué unidad monetaria se usa en el país donde se encuentra la Torre Eiffel?  <fr> Quelle est la monnaie du pays où est située la Tour Eiffel ?  <it> Qual è la valuta usata nel paese della Torre Eiffel?  <ja> エッフェル塔のある国で使用されている紙幣の単位は何ですか?"
"79642aeb","<en> In what country was the inventor of the printing press with movable type born?  <ar> في أي دولة ولد مخترع الطباعة المتحركة؟  <de> In welchem Land wurde der Erfinder des Buchdrucks mit beweglichen Lettern geboren?  <es> ¿En cuál país nació el inventor de la imprenta con tipos móviles?  <fr> Dans quel pays est né l’inventeur de la machine à imprimer utilisant les caractères mobiles ?  <it> In quale Paese è nato l'inventore della stampante a caratteri mobili?  <ja> 可動式印刷機の発明者が生まれたのはどの国ですか？"
"892133af","<en> What is the capital of the state with the most lakes?  <ar> ما عاصمة الولاية التي بها أكبر عدد من البحيرات؟  <de> Wie heißt die Hauptstadt des Staates mit den meisten Seen?  <es> ¿Cuál es la capital del estado con más lagos?  <fr> Quelle est la capitale de l’État qui comprend le plus de lacs ?  <it> Qual è la capitale dello stato con il maggior numero di laghi?  <ja> 湖が最も多い州の州都はどこですか?"
"c116348a","<en> What is the capital of the state with the tallest mountain?  <ar> ما عاصمة الولاية التي بها أطول جبل؟  <de> Wie heißt die Hauptstadt des Staates mit dem höchsten Berg?  <es> ¿Cuál es la capital del estado con la montaña más alta?  <fr> Quelle est la capitale de l’État qui a la plus grande montagne ?  <it> Qual è la capitale dello stato con la montagna più alta?  <ja> 最も高い山のある州の州都は？"
"a7b56e6c","<en> What is the capital of the country with the largest land size?  <ar> ما هي عاصمة أكبر دولة من حيث المساحة؟  <de> Wie heißt die Hauptstadt des Landes mit der größten Landfläche?  <es> ¿Cuál es la capital del país con la tierra de mayor tamaño?  <fr> Quelle est la capitale du pays qui a la plus vaste étendue terrestre ?  <it> Qual è la capitale del paese con la maggiore estensione al mondo?  <ja> 最も土地が広い国の首都はどこ？"
"01e44153","<en> Which country does the smallest country in the world border?  <ar> ما هي الدولة التي تحد أصغر دولة في العالم؟  <de> An welches Land grenzt das kleinste Land der Welt?  <es> ¿Cuál país tiene frontera con el país más pequeño del mundo?  <fr> Quel pays est frontalier du plus petit pays du monde ?  <it> Quale Paese rappresenta il più piccolo ai confini del mondo?  <ja> 世界最小の国は、どの国と国境を接していますか？"
"aae0225d","<en> What is the smallest country the Rhine flows through?  <ar> ما هي أصغر دولة يتدفق نهر الراين من خلالها؟  <de> Was ist das kleinste Land, durch das der Rhein fließt?  <es> ¿Cuál es el país más pequeño por el que fluye el Rin?  <fr> Quel est le plus petit pays que le Rhin traverse ?  <it> Qual è il paese più piccolo attraversato dal Reno?  <ja> ライン川が流れている最も小さな国はどこ？"
"5362eb29","<en> What is the smallest country that is part of the largest continent?  <ar> ما هو أصغر بلد يشكل جزءا من أكبر قارة؟  <de> Welches ist das kleinste Land, das Teil des größten Kontinents ist?  <es> ¿Cuál es el país más pequeño que es parte del continente más grande?  <fr> Quel est le plus petit pays qui fait partie du plus grand continent ?  <it> Qual è il paese più piccolo del continente più grande?  <ja> 最も大きな大陸に属する最も小さな国はどこ？"
"559fa681","<en> What is the capital of the country that has the world's tallest mountain?  <ar> ما هي عاصمة الدولة التي تملك أطول جبل في العالم؟  <de> Wie heißt die Hauptstadt des Landes, in dem der höchste Berg der Welt steht?  <es> ¿Cuál es la capital del país que tiene la montaña más alta?  <fr> Quelle est la capitale du pays qui abrite les plus hautes montagnes du monde ?  <it> Qual è la capitale del paese dove sorge la montagna più alta del mondo?  <ja> 世界で最も高い山がある国の首都はどこ？"
"07527acb","<en> What is the capital of the country where the Colosseum is located?  <ar> ما هي عاصمة الدولة التي يقع فيها مّعلم الكولوسيوم؟  <de> Wie heißt die Hauptstadt des Landes, in dem sich das Kolosseum befindet?  <es> ¿Cuál es la capital del país donde el Coliseo está localizado?  <fr> Quelle est la capitale du pays où se trouve le Colisée ?  <it> Qual è la capita del paese dove si trova il Colosseo?  <ja> コロッセオのある国の首都はどこ？"
"8324d43a","<en> What is the capital of the country where the White House is located?  <ar> ما هي عاصمة الدولة التي يوجد بها البيت الأبيض؟  <de> Wie heißt die Hauptstadt des Landes, in dem das Weiße Haus liegt?  <es> ¿Cuál es la capital del país en donde se encuentra la Casa Blanca?  <fr> Quelle est la capitale du pays où la Maison Blanche se trouve ?  <it> Qual è la capitale del paese dove ha sede la Casa Bianca?  <ja> ホワイトハウスがある国の首都はどこですか？"
"70974d8e","<en> What is the population of the city where the Colosseum is?  <ar> كم يبلغ عدد سكان المدينة التي يقع فيها ال""كولوسيوم""؟  <de> Wie hoch ist die Einwohnerzahl der Stadt, in der sich das Kolosseum befindet?  <es> ¿Cuál es la población de la ciudad donde está el coliseo?  <fr> Quel est le nombre d’habitants de la ville où se trouve le Colisée ?  <it> Qual è la popolazione della città dove è ubicato il Colosseo?  <ja> コロッセオのある都市の人口は？"
"4d171c70","<en> What is the population of the largest country by size in the world?  <ar> ما هي الكثافة السكانية لأكبر الدول حجمًا في العالم؟  <de> Wie hoch ist die Bevölkerung des größten Landes der Welt?  <es> ¿Cuál es la población del país más grande en tamaño del mundo?  <fr> Quelle est la population du plus grand pays du monde par sa taille ?  <it> Qual è la popolazione del paese più grande al mondo per dimensioni?  <ja> 世界の面積で一番大きな国の人口は何人ですか？"
"33e5fe56","<en> What is the tallest building in the city known as the Second City and the Windy City?  <ar> ما أطول مبنى في المدينة المعروفة بالمدينة الثانية ومدينة الرياح؟  <de> Welches ist das höchste Gebäude in der Stadt, die auch als ""Second City"" und ""Windy City"" bekannt ist?  <es> ¿Cuál es el edificio más alto en la ciudad conocida como la segunda ciudad y la ciudad ventosa?  <fr> Quel est le plus haut bâtiment de la ville connue comme la deuxième ville et la Ville des vents ?  <it> Qual è l'edificio più alto dela città conosciuta come Second City e Città del vento?  <ja> セカンド・シティ及び風の町として知られた都市で最も高いビルは何ですか？"
"f448e4bd","<en> What is the tallest building in the capital city of Greece?  <ar> ما أطول مبنى في عاصمة اليونان؟  <de> Welches Gebäude in der Hauptstadt von Griechenland ist am höchsten?  <es> ¿Cuál es el edificio más alto en la ciudad capital de Grecia?  <fr> Quel est le plus haut bâtiment de la capitale de la Grèce ?  <it> Qual è l'edificio più alto della capitale della Grecia?  <ja> ギリシャの首都で最も高い建物は？"
"2aa22eb6","<en> What is the name of the city where the tallest building in the world is located?  <ar> ما هو اسم المدينة التي يوجد بها المبنى الأطول حول العالم؟  <de> Wie lautet der Name der Stadt, in dem sich das höchste Gebäude der Welt befindet?  <es> ¿Qué nombre tiene la ciudad dónde está ubicado el edificio más alto del mundo?  <fr> Quelle est le nom de la ville où se trouve le plus haut bâtiment du monde ?  <it> Come si chiama la città in cui si trova l'edificio più alto del mondo?  <ja> 世界で一番高い建物がある都市はどこ？"
"fbdcdd16","<en> What is the largest city by population located in the world's smallest continent?  <ar> ما هي أكبر مدينة من حيث عدد السكان ضمن أصغر قارة في العالم؟  <de> Was ist die bevölkerungsreichste Stadt auf dem kleinsten Kontinent der Welt?  <es> ¿Cuál es la ciudad más grande por población localizada en el continente más pequeño del mundo?  <fr> Quelle est la plus grande ville par sa population située sur le plus petit continent du monde ?  <it> Qual è la città più popolata del continente più piccolo al mondo?  <ja> 人口で世界の最小の大陸にある最大の都市は何ですか？"
"7c153375","<en> What is the name of the fourth largest country in the world?  <ar> ما اسم رابع أكبر دولة في العالم؟  <de> Wie heißt das viertgrößte Land der Welt?  <es> ¿Cuál es el nombre del cuarto país mas grande del mundo?  <fr> Comment s’appelle le quatrième plus grand pays du monde ?  <it> Qual è il nome del quarto paese più grande del mondo?  <ja> 世界で4番目に大きな国の名前は何ですか？"
"1e03b520","<en> What is the third largest of the Great Lakes by volume?  <ar> ما ثالث أكبر منطقة في منطقة البحيرات العظمى من حيث الحجم؟  <de> Was ist der drittgrößte der Großen Seen nach dem Volumen?  <es> ¿Cuál es el tercer lago más grande de los Grandes Lagos en volumen?  <fr> Quel est le troisième plus grand des Grands Lacs en termes de volume ?  <it> Qual è il terzo dei Grandi Laghi più esteso per volume?  <ja> 水量のとしては3番目の大きな大湖は何ですか？"
"7d284bf9","<en> What is the third tallest mountain in Mexico?  <ar> ما هو ثالث أطول جبل موجود في المكسيك؟  <de> Welcher ist der dritthöchste Berg in Mexiko?  <es> ¿Cuál es la tercera montaña más alta de México?  <fr> Quelle est la troisième plus haute montagne du Mexique ?  <it> Qual è la terza montagna più alta de Messico?  <ja> メキシコで三番目に高い山は何?"
"0609f058","<en> What is the second tallest volcano in the world?  <ar> ما هو ثاني أطول بركان في العالم؟  <de> Was ist der zweithöchste Vulkan der Welt?  <es> ¿Cuál es el segundo volcán más alto del mundo?  <fr> Quel est le deuxième plus grand volcan du monde ?  <it> Qual è il secondo vulcano più alto del mondo?  <ja> 世界の第二位の高い火山はどこですか？"
"bf7e936c","<en> What is the second lowest point on Earth?  <ar> ما هي ثاني أدنى نقطة على الأرض؟  <de> Was ist der zweitniedrigste Punkt der Erde?  <es> ¿Cuál es el segundo punto más bajo de la Tierra?  <fr> Quel est le deuxième point le plus bas sur Terre ?  <it> Qual è il secondo punto più basso della Terra?  <ja> 地球には第２目の低いポイントは何ですか？"
"c78c8e96","<en> Which is the third largest lake in the world?  <ar> ما هي ثالث أكبر بحيرة في العالم؟  <de> Was ist der drittgrößte See der Welt?  <es> ¿Cuál es el tercer lago más grande del mundo?  <fr> Quel est le troisième plus grand lac au monde ?  <it> Quale è il terzo lago più grande del mondo?  <ja> 世界の三番目に大きな湖は何ですか？"
"238de8cd","<en> Which country is the first hottest place on Earth?  <ar> أي دولة هي الأكثر سخونة على وجه الأرض؟  <de> Welches Land ist der erste wärmste Ort der Erde?  <es> ¿Qué país es el lugar más caliente de la Tierra?  <fr> Quel pays est le premier endroit le plus chaud sur Terre ?  <it> Quale Paese è il posto più caldo sulla Terra?  <ja> 地球上で第一位の暑い所はどの国ですか？"
"a4c21095","<en> What is the second largest volcano in the world?  <ar> ما هو ثاني أضخم بركان في العالم؟  <de> Welches ist der zweitgrößte Vulkan der Welt?  <es> ¿Cuál es el segundo volcán más grande en el mundo?  <fr> Quel est le deuxième volcan le plus grand du monde ?  <it> Qual è il secondo vulcano più grande del mondo?  <ja> 世界で二番目に大きな火山は何ですか？"
"905ddf82","<en> What is the first deepest lake in the world?  <ar> ما هي أعمق بحيرة تحتل المرتبة الأولى في العالم؟  <de> Welches ist der erste tiefste See der Welt?  <es> ¿Cuál es el primer lago más profundo del mundo?  <fr> Quel est le premier lac le plus profond du monde ?  <it> Qual è il lago più profondo del mondo?  <ja> 世界一の深い湖はどこですか？"
"0eb83ec6","<en> What is the first tallest mountain in the world?  <ar> ما هو أول أطول جبل في العالم؟  <de> Welcher ist der höchste Berg der Welt?  <es> ¿Cuál es la montaña más alta del mundo?  <fr> Quelle est la première montagne la plus haute du monde ?  <it> Qual è la montagna più alta del mondo?  <ja> 世界で最も高い山は何?"
"9ba443d5","<en> What is the second longest river in Brazil?  <ar> ما هو ثاني أطول نهر في البرازيل؟  <de> Was ist der zweitlängste Fluss in Brasilien?  <es> ¿Cuál es el segundo río más largo de Brasil?  <fr> Quel est le deuxième plus long fleuve du Brésil ?  <it> Qual è il secondo fiume più lungo del Brasile?  <ja> ブラジルで二番目に長い川は何?"
"bcde67bb","<en> What is the third largest island in the world?  <ar> ما هي ثالث أكبر جزيرة في العالم؟  <de> Welche ist die dritt größe Insel der Welt?  <es> ¿Cuál es la tercera isla más grande del mundo?  <fr> Quelle est la troisième plus grande île au monde ?  <it> Qual è la terza isola più grande al mondo?  <ja> 世界で三番目に大きな島は何?"
"7324094f","<en> What is the fourth largest island in the world?  <ar> ما هي رابع أكبر جزيرة في العالم؟  <de> Welche ist die viert größte Insel der Welt?  <es> ¿Cuál es la cuarta isla más grande del mundo?  <fr> Quelle est la quatrième plus grande île du monde ?  <it> Qual è la quarta isola più grande al mondo?  <ja> 世界で四番目に長い島は何?"
"489e4385","<en> What is the fifth largest inhabited island in the world?  <ar> ما هي خامس أكبر جزيرة مأهولة بالسكان في العالم؟  <de> Welche ist die fünft größte bewohnte Insel der Welt?  <es> ¿Cuál es la quinta isla no habitada más grande en el mundo?  <fr> Quelle est la cinquième plus grande île habitée du monde ?  <it> Qual è la quinta isola abitata più grande del mondo?  <ja> 世界で五番目に大きな人が住んでいる島は何?"
"34130508","<en> What is the fifth longest bridge in the world?  <ar> ما هو خامس أطول جسر في العالم؟  <de> Was ist die fünftlängste Brücke der Welt?  <es> ¿Cuál es el quinto puente más largo del mundo?  <fr> Quel est le cinquième pont le plus long au monde ?  <it> Qual è il quinto ponte più lungo del mondo?  <ja> 世界で五番目に長い橋は何?"
"401ed50e","<en> What is the highest peak in Iceland?  <ar> ما هي اطول قمة في ايسلندا؟  <de> Was ist der höchste Berg in Island?  <es> ¿Cuál es la cima más alta de Islandia?  <fr> Quel est le sommet le plus haut d’Islande ?  <it> Qual è la vetta più alta in Islanda?  <ja> アイスランドで一番高い山はどこですか？"
